TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
538,495,92.0074,495,92.0074,0,188002,115439,61.4030

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,PIN,VALOR,MLP,UNE,VICTORIA,ELEFANTE,WINAQ,VAMOS,U R N G - MAIZ,PPN,TODOS,CREO,BIEN,CAMBIO,PHG,PODEMOS,FCN-NACION,VIVA,PR,MI FAMILIA,UR,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12809,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,202,16,0,0,47,14,7,0,0,0,16,1,2,1,0,0,0,0,1,0,4,0,0,2,7,118,9,3,130,0,130,0,202,72,118,130,130,,1,965107148677766f91ac68c7b07fa881e9c1cfb83ff077b4a11780989f7e5593,25/06/2023 23:31:48,ESCANER
12810,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,201,19,0,0,27,17,22,0,0,0,13,0,0,1,1,0,0,0,1,0,3,0,0,2,2,108,9,3,120,0,120,--,201,81,108,120,120,Algún campo sin dato,1,15060cabbee4c4cb4b4384fea863a966a1a4d7f3d52e1b14588fe22ea3ba2ba4,25/06/2023 23:43:59,ESCANER
12811,"Retalhuleu",11,"Santa Cruz Muluá",3,1746,337,15,0,0,11,2,11,1,0,0,7,4,1,1,0,0,0,1,0,0,7,1,0,0,2,64,10,2,76,1,77,--,337,260,64,76,77,Algún campo sin dato,1,15731c00fb0219914c94ddeba823f286cf48d48f03d7c2356771f981799d7b1a,26/06/2023 00:13:10,ESCANER
12812,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12813,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12814,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12815,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12816,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12817,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12818,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12819,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12820,"Retalhuleu",11,"San Martín Zapotitlán",4,1747,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12821,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12822,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12823,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12824,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12825,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12826,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12827,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12828,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12829,"Retalhuleu",11,"San Martín Zapotitlán",4,1748,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12830,"Retalhuleu",11,"San Martín Zapotitlán",4,1749,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12831,"Retalhuleu",11,"San Martín Zapotitlán",4,1749,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12832,"Retalhuleu",11,"San Martín Zapotitlán",4,1749,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12833,"Retalhuleu",11,"San Martín Zapotitlán",4,1749,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12834,"Retalhuleu",11,"San Martín Zapotitlán",4,1750,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12835,"Retalhuleu",11,"San Martín Zapotitlán",4,1750,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12836,"Retalhuleu",11,"San Martín Zapotitlán",4,1750,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12837,"Retalhuleu",11,"San Martín Zapotitlán",4,1750,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12838,"Retalhuleu",11,"San Martín Zapotitlán",4,1751,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12839,"Retalhuleu",11,"San Martín Zapotitlán",4,1751,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12840,"Retalhuleu",11,"San Martín Zapotitlán",4,1751,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12841,"Retalhuleu",11,"San Felipe",5,1752,400,39,9,2,33,5,6,2,0,0,31,10,15,3,0,27,0,0,1,0,13,11,3,0,23,233,39,18,290,0,290,--,400,110,233,290,290,Algún campo sin dato,1,994793945cedfe101d48af1b85b32e1903186b1a0b660f1897bcdbf82344d00b,25/06/2023 23:48:23,ESCANER
12842,"Retalhuleu",11,"San Felipe",5,1752,400,38,9,1,41,4,7,1,4,1,37,10,9,4,2,41,0,1,2,1,10,9,0,5,16,253,31,21,305,0,305,--,400,95,253,305,305,Algún campo sin dato,1,c976a039f9ace7f735cb6a03fe0c7854013af8705de8a35f7bf6f1e2f8484b65,26/06/2023 02:14:11,ESCANER
12843,"Retalhuleu",11,"San Felipe",5,1752,400,38,4,1,29,2,5,3,2,3,38,6,11,2,3,38,1,0,2,0,9,15,1,1,21,235,50,20,305,1,306,1,400,94,235,305,306,,1,d9ec8fa927ff4eb86f604cdcf64bb37e5dad718767aff52031a2885b16acc356,26/06/2023 01:45:54,ESCANER
12844,"Retalhuleu",11,"San Felipe",5,1752,400,33,3,1,41,3,5,2,0,0,30,6,8,2,1,43,1,0,3,4,15,19,1,5,17,243,52,15,310,0,310,--,401,91,243,310,310,Algún campo sin dato,1,de0f49815ac01826568a9841edcb1e49a7eb1429357d50f3fadb896589c53b12,26/06/2023 00:21:40,ESCANER
12845,"Retalhuleu",11,"San Felipe",5,1753,400,38,4,2,42,5,6,3,1,3,29,5,7,1,2,44,0,0,3,0,18,12,1,1,14,241,47,21,309,0,309,--,400,91,241,309,309,Algún campo sin dato,1,bcf9658664cf11366222298b106402948cc2f45cbe159ff54f0124c9567c47ac,26/06/2023 00:43:58,ESCANER
12846,"Retalhuleu",11,"San Felipe",5,1753,400,27,2,4,36,4,3,0,1,1,47,16,4,1,0,35,0,0,1,0,18,14,1,5,21,241,45,21,307,0,307,--,400,93,241,307,307,Algún campo sin dato,1,69f60fd4c6bf3b8d3c3f18a86c0319ae378bdb8a64868805768d23b47049ac59,26/06/2023 01:06:32,ESCANER
12847,"Retalhuleu",11,"San Felipe",5,1753,400,41,4,3,35,3,3,2,1,0,50,8,9,1,1,29,1,0,1,4,12,14,2,9,16,249,43,19,311,0,311,--,401,90,249,311,311,Algún campo sin dato,1,181346f32cdd361a99b8374901211493f57dc9dfefc8b99638d9183610110423,26/06/2023 00:35:08,ESCANER
12848,"Retalhuleu",11,"San Felipe",5,1753,400,31,9,4,43,1,8,2,2,2,45,5,12,0,0,33,0,0,2,1,12,31,1,1,21,266,24,22,312,0,312,--,400,88,266,312,312,Algún campo sin dato,1,b3208416dd206ee9352d5d97eb06181efd7714784ff8b506f5da40d0bb723418,25/06/2023 23:47:26,ESCANER
12849,"Retalhuleu",11,"San Felipe",5,1753,400,34,8,6,36,3,4,0,1,1,44,7,6,0,1,34,0,0,3,1,12,20,0,0,16,237,35,13,285,1,286,1,400,114,237,285,286,,1,11b933e84052d87d252c5404a46aa451c6700488cc54052b7ef2a97d96adbfd4,26/06/2023 00:07:01,ESCANER
12850,"Retalhuleu",11,"San Felipe",5,1753,400,41,5,4,33,7,3,1,5,0,28,10,7,3,1,35,0,1,4,2,15,15,2,2,27,251,37,7,295,0,295,--,400,105,251,295,295,Algún campo sin dato,1,34092c6802a2869e7643f18092eab643b9b6f10833a6796de61c43d4ec448aaf,26/06/2023 01:35:57,ESCANER
12851,"Retalhuleu",11,"San Felipe",5,1753,400,38,0,0,26,3,4,0,4,0,30,13,9,1,1,36,1,0,1,1,9,18,0,3,28,226,35,12,273,0,273,--,400,127,226,273,273,Algún campo sin dato,1,8deae63a86de0665b35f1b2ca4661adb885356c18d28e99b55b7a8273a40c981,26/06/2023 01:47:30,ESCANER
12852,"Retalhuleu",11,"San Felipe",5,1753,400,32,1,1,34,3,2,2,2,2,50,8,5,3,0,38,0,0,1,1,12,19,1,3,16,236,30,13,279,0,279,--,400,121,236,279,279,Algún campo sin dato,1,d6947c5429d16d64618bb869ff8de94ffd8b15d314ed8573c14b4234bf3f3ead,26/06/2023 01:22:49,ESCANER
12853,"Retalhuleu",11,"San Felipe",5,1753,400,30,6,1,39,0,2,3,0,1,27,6,7,1,0,38,0,0,1,0,15,11,1,8,16,213,34,13,260,0,260,1,400,139,213,260,260,,1,cba48afcaf43e711a7ce95c062962e8ac3531e4d5828576093294971ff0d6102,26/06/2023 01:52:52,ESCANER
12854,"Retalhuleu",11,"San Felipe",5,1753,400,40,3,4,42,1,1,1,3,1,38,4,10,1,2,36,0,0,2,1,9,14,0,2,18,233,35,14,282,0,282,--,400,118,233,282,282,Algún campo sin dato,1,635af071d0fb4e053bcb4abb2b54453bde4fa2ac5973fa246aa87d34bb89bfa7,25/06/2023 23:59:45,ESCANER
12855,"Retalhuleu",11,"San Felipe",5,1754,400,43,5,1,34,4,5,1,1,0,34,9,11,1,0,37,0,0,0,0,11,21,0,2,19,239,42,20,301,0,301,--,400,99,239,301,301,Algún campo sin dato,1,674bbf9d415b87d70e884ead682af325ba82a79f4e72e5449537158d3b97f59c,26/06/2023 01:08:35,ESCANER
12856,"Retalhuleu",11,"San Felipe",5,1754,400,33,7,3,36,4,1,4,1,2,47,7,5,0,2,28,1,0,4,1,9,11,2,7,19,234,29,17,280,0,280,--,400,120,234,280,280,Algún campo sin dato,1,787e489a63f709b1f9a05b53b4b7389ce365373484e4bb0feef0bce413ac0e77,26/06/2023 00:01:54,ESCANER
12857,"Retalhuleu",11,"San Felipe",5,1754,400,21,7,0,46,5,1,0,0,1,50,5,9,0,2,43,1,1,0,3,9,13,0,2,15,234,36,18,288,0,288,1,400,111,234,288,288,,1,d0d0657dfc4e696cc70820f68726c27d905fb3129014fd901b758998aa89096d,26/06/2023 00:51:11,ESCANER
12858,"Retalhuleu",11,"San Felipe",5,1755,400,43,5,2,45,2,3,3,0,2,43,5,5,0,0,39,0,0,0,0,17,15,0,3,16,248,33,17,298,2,300,2,384,84,248,298,300,,1,23fbdda17cfdc805acf1e37ef0bc3cf47d06b794bdd765ee5a0d6642c6646cd4,26/06/2023 00:46:39,ESCANER
12859,"Retalhuleu",11,"San Felipe",5,1755,400,21,5,1,44,1,3,1,1,1,32,4,7,4,1,38,1,1,0,2,12,11,0,3,17,211,28,28,267,0,267,--,400,133,211,267,267,Algún campo sin dato,1,1bedd36265c15527d6f700bbcb9a34b34241d79b286ae178ad229e9bddb0b8ba,26/06/2023 01:02:29,ESCANER
12860,"Retalhuleu",11,"San Felipe",5,1755,400,31,2,2,30,1,3,1,2,0,59,2,11,2,1,38,0,0,3,2,16,13,0,5,21,245,21,14,280,0,280,--,400,120,245,280,280,Algún campo sin dato,1,6a9da339ea8e9fb281d0dd8c06a5d0297fc2a09ea40195773e17cb724c80664d,25/06/2023 22:25:19,ESCANER
12861,"Retalhuleu",11,"San Felipe",5,1755,400,27,1,5,42,3,2,0,1,1,34,6,7,2,0,29,0,2,2,0,11,13,2,2,28,220,40,12,272,1,273,1,400,127,220,272,273,,1,f4518beafdaaae77982879cfb5202f01c235f873a87fd16d83cef2ec2ddb0615,25/06/2023 23:50:47,ESCANER
12862,"Retalhuleu",11,"San Felipe",5,1755,400,28,3,2,36,3,3,0,3,0,40,10,10,0,1,25,0,0,3,1,6,21,1,5,35,236,31,12,279,0,279,--,400,121,236,279,279,Algún campo sin dato,1,a2e999cee0b91bd15fb06407108423c2c3bcbe22b3fb3a19ffc298745771bf87,25/06/2023 23:42:13,ESCANER
12863,"Retalhuleu",11,"San Felipe",5,1755,400,36,8,3,45,2,1,0,1,1,36,9,8,2,2,36,0,0,3,1,9,22,0,5,37,267,28,3,298,0,298,--,400,102,267,298,298,Algún campo sin dato,1,72059061d4c6a769d1f89a2e7458625e922be9a540782f1f71d2ff2822d848ff,25/06/2023 23:09:32,ESCANER
12864,"Retalhuleu",11,"San Felipe",5,1755,400,39,5,0,43,2,2,1,1,6,53,0,11,1,0,49,1,0,0,0,12,15,0,3,27,271,22,10,303,0,303,--,400,97,271,303,303,Algún campo sin dato,1,df6f1819d3c2a6df68f2b7c92fda7ae080180a99604582f845cbe3973d7f86c1,26/06/2023 01:50:52,ESCANER
12865,"Retalhuleu",11,"San Felipe",5,1755,400,41,2,0,48,4,4,0,1,0,42,4,6,1,1,41,0,1,1,0,10,17,2,3,26,255,24,10,289,0,289,--,400,111,255,289,289,Algún campo sin dato,1,115799acd8d6ab9778376607409c59fb21fd216ccd494c24c11001e1776b039e,26/06/2023 04:35:29,ESCANER
12866,"Retalhuleu",11,"San Felipe",5,1755,237,15,1,0,16,3,0,1,1,0,22,2,7,1,0,12,0,0,1,1,7,9,0,3,26,128,18,7,153,0,153,--,237,84,128,153,153,Algún campo sin dato,1,7e8e09519d1afda558263d7beb97ff7654626a5d9791d87e4792b7e6be00bd81,25/06/2023 23:55:59,ESCANER
12867,"Retalhuleu",11,"San Felipe",5,1755,237,13,2,0,19,2,1,0,0,1,22,1,3,2,0,23,0,0,0,1,5,9,1,2,6,113,16,1,130,0,130,--,237,107,113,130,130,Algún campo sin dato,1,8a8d460ef532e1e82eaa5c67339ff5b6e3d635cc7ec392467585ab5b26138889,25/06/2023 23:00:57,ESCANER
12868,"Retalhuleu",11,"San Felipe",5,1756,380,24,11,3,50,0,3,2,2,1,40,9,3,3,3,63,0,0,0,0,12,6,0,2,21,258,33,36,327,0,327,--,380,53,258,327,327,Algún campo sin dato,1,3536000c7dfaf96faf1c48d97e2bed08105e1b95eb450ae07a56f6c9d1af5abd,26/06/2023 01:16:50,ESCANER
12869,"Retalhuleu",11,"San Felipe",5,1756,380,23,3,2,49,0,6,2,0,2,49,13,3,3,0,33,0,0,1,0,9,20,0,4,25,247,42,22,311,0,311,--,380,69,247,311,311,Algún campo sin dato,1,b21e69c0a2ee0f4ecf4702514de3bb04e39a2312a7bf32b1508b1ca8dc234846,26/06/2023 01:23:44,ESCANER
12870,"Retalhuleu",11,"San Felipe",5,1756,354,19,4,3,47,1,2,4,1,1,32,10,5,1,1,45,1,0,4,1,6,7,0,2,20,217,31,17,265,0,265,--,351,86,217,265,265,Algún campo sin dato,1,5816ce748d062a9946c762931057e59471f4001d4521b3d13fc48934e17ddfa1,26/06/2023 01:31:07,ESCANER
12871,"Retalhuleu",11,"San Felipe",5,1756,353,26,2,3,39,0,3,1,1,1,36,2,2,0,4,58,0,0,0,0,7,13,0,6,29,233,30,10,273,80,353,--,353,80,233,273,353,Algún campo sin dato,1,d4649e328bf20b18efb1acb5c7b27bf9883e8569625c7420d1931cae14eb3604,26/06/2023 01:44:32,ESCANER
12872,"Retalhuleu",11,"San Felipe",5,1757,380,28,5,1,51,0,3,1,1,1,38,5,3,1,4,36,0,1,0,0,18,7,0,4,14,222,44,24,290,0,290,--,380,90,222,290,290,Algún campo sin dato,1,8158a87a3655c84819d84c0bd433f728c8cea9a183cc47afcfbab1311df0e972,26/06/2023 02:12:11,ESCANER
12873,"Retalhuleu",11,"San Felipe",5,1757,380,28,0,0,60,1,0,5,1,1,33,11,3,3,1,33,0,0,0,1,15,5,0,3,16,220,39,23,282,0,282,--,380,98,220,282,282,Algún campo sin dato,1,60a7bb8b41385119d5baf0e2ac9766ab472fbf04d457d131ad69e34b4ad28cbf,26/06/2023 01:49:27,ESCANER
12874,"Retalhuleu",11,"San Felipe",5,1757,380,23,4,0,82,1,5,1,2,1,32,7,3,2,0,30,0,0,2,0,13,12,1,1,21,243,35,19,297,0,297,--,380,83,243,297,297,Algún campo sin dato,1,ed20c71a2dcb3bc8524628d1518c9d55bf22c8e4fa5a9f63b089480d3984dfd0,26/06/2023 02:19:40,ESCANER
12875,"Retalhuleu",11,"San Felipe",5,1757,211,12,0,1,28,2,1,2,1,0,17,5,3,1,0,16,0,0,0,0,6,10,0,3,16,124,19,8,151,0,151,3,211,57,124,151,151,,1,0f2322be61d84285394a93aed5c061a403063e28914ab623f856efd9ec99a72f,26/06/2023 01:55:41,ESCANER
12876,"Retalhuleu",11,"San Felipe",5,1757,210,22,1,0,39,0,0,1,2,2,15,4,2,1,0,13,0,0,0,0,7,6,0,3,17,135,17,7,159,0,159,--,210,51,135,159,159,Algún campo sin dato,1,ce5d7f131acc48c5f7e77c287b0cd3a7ccb3d21b9f91a3efe348cde1286420dc,26/06/2023 02:09:18,ESCANER
12877,"Retalhuleu",11,"San Felipe",5,1758,591,23,2,0,21,1,3,1,2,1,26,9,1,3,1,25,0,0,2,1,12,14,3,1,11,163,35,9,207,0,207,--,591,383,163,207,207,Algún campo sin dato,1,974d8f4c2eec45d136f31a9a0cd6e7ff1f4515f61a819571c5efc82750eb71ac,26/06/2023 01:02:18,ESCANER
12878,"Retalhuleu",11,"San Felipe",5,1758,590,31,1,1,21,4,1,1,2,1,7,4,5,0,0,23,1,0,1,1,7,9,0,0,7,128,27,12,167,0,167,--,590,423,128,167,167,Algún campo sin dato,1,b49065fb33f3446d2818e9944b95177ab0671249bf92f026b82111b4b34cea9d,26/06/2023 01:07:24,ESCANER
12879,"Retalhuleu",11,"San Andrés Villa Seca",6,1759,400,20,4,0,21,2,65,1,2,0,30,5,8,1,0,1,2,0,1,3,8,2,1,0,12,189,31,22,242,0,242,--,400,158,189,242,242,Algún campo sin dato,1,4e2dc5fa8060ca0b896f743094b862ee8b5ca3f3f88d8c5e0c2f459cb1fb68a6,26/06/2023 00:58:58,ESCANER
12880,"Retalhuleu",11,"San Andrés Villa Seca",6,1759,400,27,4,1,20,5,59,2,0,0,28,6,15,2,0,2,0,0,1,0,15,3,2,0,9,201,40,25,266,0,266,--,400,134,201,266,266,Algún campo sin dato,1,f2150553022ba1eb099b596a9cf7022eba84799e3fb4f3820f18f1ee484ee440,26/06/2023 03:18:31,ESCANER
12881,"Retalhuleu",11,"San Andrés Villa Seca",6,1759,400,32,1,0,16,2,85,2,1,0,28,12,16,5,0,1,0,0,2,0,13,2,2,0,13,233,38,18,289,0,289,--,400,111,233,289,289,Algún campo sin dato,1,d829bbd6bd033505d46e2dd8ec3b2eeb098aa714077c77b0b49c3276da2371d2,26/06/2023 03:10:11,ESCANER
12882,"Retalhuleu",11,"San Andrés Villa Seca",6,1759,400,26,2,0,14,4,69,4,1,0,21,8,9,1,1,3,0,0,2,3,14,6,2,0,8,198,41,37,276,0,276,--,400,124,198,276,276,Algún campo sin dato,1,eb2f952d5034172874f136630273d3bf4c089ff4279f46381bb21e1f1975a05b,25/06/2023 23:09:17,ESCANER
12883,"Retalhuleu",11,"San Andrés Villa Seca",6,1760,400,20,1,0,19,2,47,0,3,0,26,4,17,3,0,1,0,0,2,3,13,2,0,2,12,177,35,17,229,0,229,--,400,171,177,229,229,Algún campo sin dato,1,7b7b1fb616b0b4549c7340603567b70f234e9aa185db37e669869b08df9603c8,26/06/2023 01:12:15,ESCANER
12884,"Retalhuleu",11,"San Andrés Villa Seca",6,1760,400,15,1,1,14,3,64,6,1,0,23,5,19,2,1,3,1,0,1,0,6,2,2,2,21,193,25,20,238,0,238,--,400,162,193,238,238,Algún campo sin dato,1,a853a21cdf096e4fe17c73f49af4c046f11d64d2643ec4edfbf540e5ce7aba98,26/06/2023 00:54:21,ESCANER
12885,"Retalhuleu",11,"San Andrés Villa Seca",6,1760,319,21,1,0,15,2,61,3,1,1,23,4,12,3,0,0,2,0,0,1,11,1,1,1,20,184,21,11,216,0,216,--,319,103,184,216,216,Algún campo sin dato,1,ad4cbd1171da9a6ecb1e0ad3db0cb5c26391cf6b853e00abb7a1e9a20b2d915e,25/06/2023 22:47:28,ESCANER
12886,"Retalhuleu",11,"San Andrés Villa Seca",6,1760,319,30,1,1,8,2,35,2,0,0,16,4,10,1,0,3,0,0,1,2,11,1,0,0,12,140,18,7,165,0,165,--,319,154,140,165,165,Algún campo sin dato,1,e72d1bbf12ebebcebaaa08a494964cebbcd2c33d63087e346ee1fcd4d308ae0d,25/06/2023 21:50:02,ESCANER
12887,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,400,13,1,1,16,1,88,3,1,0,17,3,10,3,3,2,0,0,0,2,25,0,2,1,7,199,29,32,260,0,260,--,400,140,199,260,260,Algún campo sin dato,1,19aedac0523da3e1086ba64420acd43bd7d75660d8f3d985cd2922e3bf60eb17,26/06/2023 02:50:31,ESCANER
12888,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,400,10,3,2,19,5,96,4,2,1,18,5,18,4,0,1,0,0,1,0,16,7,0,0,11,223,40,27,290,0,290,--,400,110,223,290,290,Algún campo sin dato,1,f83871ca0ff55234ffca429632351248e3990f7dd42592b643f84fa43d4fe3da,26/06/2023 01:09:39,ESCANER
12889,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,400,13,3,0,14,0,92,1,2,2,20,7,14,0,0,1,0,0,4,2,24,6,1,2,5,213,26,33,272,0,272,--,400,128,213,272,272,Algún campo sin dato,1,cf92d2ad89c8ee7db8c0c6da06ab068d0615c9594e1bc3cd37cdc282336a877e,26/06/2023 00:33:29,ESCANER
12890,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,400,15,2,0,20,1,85,2,1,0,16,3,13,3,0,3,1,0,0,0,16,2,1,0,10,194,26,24,244,0,244,--,400,156,194,244,244,Algún campo sin dato,1,c8c92b0f2a181ded17246f9d37633caa5c172c48ccdd4fbe71545b513bc4d443,26/06/2023 01:06:23,ESCANER
12891,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,253,10,1,1,9,1,67,1,1,2,12,2,5,0,1,1,0,0,0,1,9,2,0,0,5,131,18,7,156,0,156,--,253,97,131,156,156,Algún campo sin dato,1,3cd1775d5d4a146d57def48422c7290f2c9828f7920a9b532e867308cbcd69a5,26/06/2023 00:41:06,ESCANER
12892,"Retalhuleu",11,"San Andrés Villa Seca",6,1761,252,8,0,1,18,0,59,0,1,0,11,3,8,0,0,0,0,0,0,0,11,1,0,0,6,127,14,11,152,0,152,--,252,100,127,152,152,Algún campo sin dato,1,25bbcba997dd4b10fb8a32d084f068732db2f0a5a7f61f9397fda2c0e9f8a70e,26/06/2023 01:27:59,ESCANER
12893,"Retalhuleu",11,"San Andrés Villa Seca",6,1762,380,19,8,1,7,2,14,2,2,0,59,0,2,1,1,0,0,0,0,2,13,0,1,0,2,136,64,11,211,0,211,--,380,169,136,211,211,Algún campo sin dato,1,3dfdf41a2b48f51c14a216580b1451ac6d9db4474544405811a9d21a6c6f3a1d,26/06/2023 00:36:24,ESCANER
12894,"Retalhuleu",11,"San Andrés Villa Seca",6,1762,380,23,5,0,3,2,37,4,1,0,56,1,6,4,0,0,0,0,1,0,15,1,0,0,4,163,33,24,220,0,220,--,380,160,163,220,220,Algún campo sin dato,1,5533040a7fce6f64f74a8a6a7d20dffbb3d719e2301deab5232567b2d3fb8088,26/06/2023 00:26:52,ESCANER
12895,"Retalhuleu",11,"San Andrés Villa Seca",6,1762,380,25,11,0,6,1,11,4,0,0,58,2,6,1,0,2,0,0,3,0,9,0,2,0,6,147,28,22,197,0,197,--,380,183,147,197,197,Algún campo sin dato,1,96f37112522d481d5fec56ed3482871d4635d29d8f58ce4a39334fa9b575f767,26/06/2023 03:02:17,MOVIL
12896,"Retalhuleu",11,"San Andrés Villa Seca",6,1762,320,24,8,0,5,0,18,3,0,1,47,0,4,1,0,1,0,0,1,1,8,0,1,0,3,126,16,12,154,7,161,--,320,159,126,154,161,Algún campo sin dato,1,bbc44a2c497f316aaaa8abde995f9fd97361485bc53626597bf2eab3f1783244,25/06/2023 23:37:52,ESCANER
12897,"Retalhuleu",11,"San Andrés Villa Seca",6,1762,320,21,4,0,3,2,8,3,2,0,68,1,3,0,0,3,0,0,1,1,7,0,0,0,8,135,15,6,156,4,160,--,320,160,135,156,160,Algún campo sin dato,1,4d5e1683d3f11c2282fc14cc1438c2644f9a0a8fd49e4496fdea565e0c532d59,25/06/2023 22:10:37,ESCANER
12898,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,39,2,3,6,7,13,6,0,1,41,4,8,0,0,4,0,0,3,2,12,1,3,1,3,159,34,18,211,0,211,0,380,169,159,211,211,,1,25a582ac553ee0a540569d7dec2b69af0d9f1fd292fe797ea242e8cffc544970,26/06/2023 02:03:03,ESCANER
12899,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,31,9,4,8,7,14,5,1,1,43,3,14,2,1,3,1,0,1,1,4,0,0,0,7,160,33,19,212,9,221,0,380,159,160,212,221,,1,d8bdab68813a0d44abab95a43b24fe749a68d0e87b160bb380605839c9975189,26/06/2023 03:14:30,ESCANER
12900,"Retalhuleu",11,"San Andrés Villa Seca",6,1763,380,43,2,2,2,6,15,5,2,0,33,5,10,1,0,2,2,0,2,0,10,2,0,0,5,149,28,14,191,0,191,0,380,189,149,191,191,,1,2cae5b818a4cfb9b96a28d240b98e67857dc39544478bebc801db7d41e10e9a7,26/06/2023 01:46:35,ESCANER
